Unnamed: 0,name,aoi,latitude,longitude,pass,scene,tile,insitu_data_path,wlvar,datevar
147,CRMS0178-H01,louisiana,29.28778884,-90.04584057,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0178-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
148,CRMS0179-H01,louisiana,29.39606172,-89.69833438,"['203', '522']","['206R', '103R']","['103F', '052F']",CRMS0179-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
149,CRMS0181-H01,louisiana,29.3346805,-89.69706813,"['203', '522']","['206R', '103R']","['103F', '052F']",CRMS0181-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
150,CRMS0184-W01,louisiana,29.80255397,-90.07168932,"['203', '244']","['207L', '102L']","['104F', '051F']",CRMS0184-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
151,CRMS0185-H01,louisiana,29.79260711,-90.07720502,"['203', '244']","['207L', '102L']","['104F', '051F']",CRMS0185-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
152,CRMS0188-H01,louisiana,29.79278907,-90.13483951,"['203', '244']","['207L', '102L']","['104F', '051F']",CRMS0188-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
153,CRMS0188-M01,louisiana,29.79357426,-90.13558481,"['203', '244']","['207L', '102L']","['104F', '051F']",CRMS0188-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
154,CRMS0188-M100,louisiana,29.79357471,-90.13560548,"['203', '244']","['207L', '102L']","['104F', '051F']",CRMS0188-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
155,CRMS0189-H01,louisiana,29.80879029,-90.26460293,"['203', '244']","['207L', '102L']","['104F', '051F']",CRMS0189-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
156,CRMS0189-M01,louisiana,29.80907254,-90.26376966,"['203', '244']","['207L', '102L']","['104F', '051F']",CRMS0189-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
157,CRMS0189-M100,louisiana,29.80908177,-90.26377975,"['203', '244']","['207L', '102L']","['104F', '051F']",CRMS0189-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
158,CRMS0190-H01,louisiana,29.53986257,-90.26473998,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0190-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
159,CRMS0190-M01,louisiana,29.52604052,-90.26156565,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0190-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
160,CRMS0190-W01,louisiana,29.5259667,-90.26148514,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0190-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
161,CRMS0192-H01,louisiana,29.86249214,-90.51793906,"['244', '509']","['102L', '207R']","['051F', '104F']",CRMS0192-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
162,CRMS0192-M01,louisiana,29.85350738,-90.54168785,"['244', '509']","['102R', '207R']","['051F', '104F']",CRMS0192-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
163,CRMS0192-M100,louisiana,29.85350738,-90.54168785,"['244', '509']","['102R', '207R']","['051F', '104F']",CRMS0192-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
164,CRMS0192-W01,louisiana,29.85355208,-90.54166605,"['244', '509']","['102R', '207R']","['051F', '104F']",CRMS0192-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
165,CRMS0194-W01,louisiana,29.99167676,-90.94045816,"['244', '509']","['102R', '207R']","['051F', '104F']",CRMS0194-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
166,CRMS0197-W01,louisiana,29.91163766,-90.94584405,"['244', '509']","['102R', '207R']","['051F', '104F']",CRMS0197-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
167,CRMS0200-W01,louisiana,29.96974776,-90.98200052,"['244', '509']","['102R', '207L']","['051F', '104F']",CRMS0200-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
168,CRMS0206-H01,louisiana,29.85058346,-90.66665588,"['244', '509']","['102R', '207R']","['051F', '104F']",CRMS0206-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
169,CRMS0206-W01,louisiana,29.83886287,-90.66582263,"['244', '509']","['102R', '207R']","['051F', '104F']",CRMS0206-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
170,CRMS0209-H01,louisiana,29.49006655,-89.79120033,"['203', '244', '522']","['206R', '103L', '103R']","['103F', '052F', '052F']",CRMS0209-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
171,CRMS0211-H01,louisiana,29.79217766,-90.46285048,"['244', '509']","['102L', '207R']","['051F', '104F']",CRMS0211-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
172,CRMS0211-M01,louisiana,29.77713004,-90.47519709,"['244', '509']","['102L', '207R']","['051F', '104F']",CRMS0211-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
173,CRMS0211-M100,louisiana,29.77714768,-90.47517597,"['244', '509']","['102L', '207R']","['051F', '104F']",CRMS0211-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
174,CRMS0211-W01,louisiana,29.77714787,-90.4751863,"['244', '509']","['102L', '207R']","['051F', '104F']",CRMS0211-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
175,CRMS0217-H01,louisiana,29.91660272,-90.87727804,"['244', '509']","['102R', '207R']","['051F', '104F']",CRMS0217-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
176,CRMS0218-H01,louisiana,29.76870994,-90.69949015,"['244', '509']","['102R', '207R']","['051F', '104F']",CRMS0218-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
177,CRMS0218-W01,louisiana,29.76985667,-90.69962243,"['244', '509']","['102R', '207R']","['051F', '104F']",CRMS0218-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
178,CRMS0219-M01,louisiana,29.80649558,-90.31887181,"['203', '244', '509']","['207L', '102L', '207R']","['104F', '051F', '104F']",CRMS0219-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
179,CRMS0219-M100,louisiana,29.8065308,-90.3188295,"['203', '244', '509']","['207L', '102L', '207R']","['104F', '051F', '104F']",CRMS0219-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
180,CRMS0219-W01,louisiana,29.80649761,-90.31884142,"['203', '244', '509']","['207L', '102L', '207R']","['104F', '051F', '104F']",CRMS0219-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
181,CRMS0220-H01,louisiana,29.56545907,-90.06865446,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0220-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
182,CRMS0220-H0X,louisiana,29.55518968,-90.07335913,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0220-H0X,'Adjusted Water Elevation to Datum (m),Date and Time UTC
183,CRMS0224-H01,louisiana,29.50030385,-89.91701857,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0224-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
184,CRMS0225-H01,louisiana,29.56266863,-90.0085189,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0225-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
185,CRMS0226-H01,louisiana,29.51254777,-89.88490098,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0226-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
186,CRMS0232-H01,louisiana,29.49771954,-90.01253763,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0232-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
187,CRMS0234-H01,louisiana,29.79650555,-90.10279164,"['203', '244']","['207L', '102L']","['104F', '051F']",CRMS0234-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
188,CRMS0237-H01,louisiana,29.47552496,-89.94734322,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0237-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
189,CRMS0237-H02,louisiana,29.47706407,-89.9441767,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0237-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
190,CRMS0241-W01,louisiana,29.71298664,-90.50808503,"['244', '509']","['102R', '207R']","['051F', '104F']",CRMS0241-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
191,CRMS0248-H01,louisiana,29.60256612,-90.07077044,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0248-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
192,CRMS0251-H01,louisiana,29.51862785,-90.01144419,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0251-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
193,CRMS0253-H01,louisiana,29.55518968,-90.07335913,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0253-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
194,CRMS0258-H01,louisiana,29.52402072,-89.81971745,"['203', '244', '522']","['206L', '103L', '103R']","['103F', '052F', '052F']",CRMS0258-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
195,CRMS0260-H01,louisiana,29.53430672,-89.85443337,"['203', '244', '522']","['206L', '103L', '103R']","['103F', '052F', '052F']",CRMS0260-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
196,CRMS0261-H01,louisiana,29.60199216,-90.1046548,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0261-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
197,CRMS0263-H01,louisiana,29.55292939,-89.88917769,"['203', '244', '522']","['206L', '103L', '103R']","['103F', '052F', '052F']",CRMS0263-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
198,CRMS0268-H01,louisiana,29.79736604,-90.6029159,"['244', '509']","['102R', '207R']","['051F', '104F']",CRMS0268-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
199,CRMS0268-M01,louisiana,29.7971545,-90.60324397,"['244', '509']","['102R', '207R']","['051F', '104F']",CRMS0268-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
200,CRMS0268-M100,louisiana,29.79724649,-90.60309375,"['244', '509']","['102R', '207R']","['051F', '104F']",CRMS0268-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
201,CRMS0272-H01,louisiana,29.41998951,-89.69286609,"['203', '522']","['206R', '103R']","['103F', '052F']",CRMS0272-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
202,CRMS0273-H01,louisiana,29.81765276,-90.32295227,"['203', '244', '509']","['207L', '102L', '207R']","['104F', '051F', '104F']",CRMS0273-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
203,CRMS0273-M01,louisiana,29.81726702,-90.3229596,"['203', '244', '509']","['207L', '102L', '207R']","['104F', '051F', '104F']",CRMS0273-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
204,CRMS0273-M100,louisiana,29.81730203,-90.32290695,"['203', '244', '509']","['207L', '102L', '207R']","['104F', '051F', '104F']",CRMS0273-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
205,CRMS0273-W01,louisiana,29.81728356,-90.32294625,"['203', '244', '509']","['207L', '102L', '207R']","['104F', '051F', '104F']",CRMS0273-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
206,CRMS0276-H01,louisiana,29.61946267,-89.94483744,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0276-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
207,CRMS0278-H01,louisiana,29.81017682,-90.22778441,"['203', '244']","['207L', '102L']","['104F', '051F']",CRMS0278-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
208,CRMS0278-M01,louisiana,29.80989244,-90.228262,"['203', '244']","['207L', '102L']","['104F', '051F']",CRMS0278-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
209,CRMS0278-M100,louisiana,29.8098036,-90.2283265,"['203', '244']","['207L', '102L']","['104F', '051F']",CRMS0278-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
210,CRMS0282-H01,louisiana,29.49882114,-89.76032679,"['203', '522']","['206R', '103R']","['103F', '052F']",CRMS0282-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
211,CRMS0287-H01,louisiana,29.68567463,-90.01424053,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0287-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
212,CRMS0287-M01,louisiana,29.68570227,-90.01465153,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0287-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
213,CRMS0287-M100,louisiana,29.68618414,-90.01482319,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0287-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
214,CRMS0290-H01,louisiana,29.47974205,-91.04326584,"['244', '509', '550']","['103R', '206R', '103L']","['052F', '103F', '052F']",CRMS0290-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
215,CRMS0290-M01,louisiana,29.4796019,-91.04292041,"['244', '509', '550']","['103R', '206R', '103L']","['052F', '103F', '052F']",CRMS0290-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
216,CRMS0290-M100,louisiana,29.47966296,-91.04308422,"['244', '509', '550']","['103R', '206R', '103L']","['052F', '103F', '052F']",CRMS0290-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
217,CRMS0292-H01,louisiana,29.14135922,-90.22865476,"['203', '244']","['205L', '104L']","['103F', '052F']",CRMS0292-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
218,CRMS0293-H01,louisiana,29.23994501,-91.20127609,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0293-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
219,CRMS0294-H01,louisiana,29.41944007,-90.94940732,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0294-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
220,CRMS0294-M01,louisiana,29.41913292,-90.94912437,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0294-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
221,CRMS0294-M100,louisiana,29.41915098,-90.94912529,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0294-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
222,CRMS0296-H01,louisiana,29.42233329,-90.90214835,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0296-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
223,CRMS0296-M01,louisiana,29.41710186,-90.91679554,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0296-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
224,CRMS0296-M100,louisiana,29.41709707,-90.9167776,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0296-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
225,CRMS0296-W01,louisiana,29.4170795,-90.91680823,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0296-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
226,CRMS0301-H01,louisiana,29.50643586,-91.22648439,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0301-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
227,CRMS0301-M01,louisiana,29.50607626,-91.22735506,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0301-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
228,CRMS0301-M100,louisiana,29.50606793,-91.22740678,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0301-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
229,CRMS0302-H01,louisiana,29.14719995,-90.91296197,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0302-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
230,CRMS0303-H01,louisiana,29.24119111,-91.06896984,"['509', '550']","['206R', '103L']","['103F', '052F']",CRMS0303-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
231,CRMS0305-H01,louisiana,29.38954076,-91.19807003,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0305-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
232,CRMS0307-H01,louisiana,29.2533721,-90.82704092,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0307-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
233,CRMS0309-H01,louisiana,29.25339077,-91.19611785,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0309-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
234,CRMS0310-H01,louisiana,29.29491728,-90.29321214,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0310-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
235,CRMS0311-H01,louisiana,29.21429372,-90.7922619,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0311-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
236,CRMS0312-H01,louisiana,29.50503278,-90.38529048,"['203', '244', '509']","['206L', '103L', '206R']","['103F', '052F', '103F']",CRMS0312-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
237,CRMS0312-H02,louisiana,29.50860677,-90.38617154,"['203', '244', '509']","['206L', '103L', '206R']","['103F', '052F', '103F']",CRMS0312-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
238,CRMS0312-M01,louisiana,29.50510079,-90.3855192,"['203', '244', '509']","['206L', '103L', '206R']","['103F', '052F', '103F']",CRMS0312-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
239,CRMS0315-H01,louisiana,29.40179426,-90.57179769,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0315-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
240,CRMS0318-H01,louisiana,29.29425278,-90.32487519,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0318-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
241,CRMS0319-H01,louisiana,29.3245113,-90.32566546,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0319-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
242,CRMS0322-H01,louisiana,29.24471564,-91.10724986,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0322-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
243,CRMS0324-H01,louisiana,29.99059379,-91.23307254,"['509', '550']","['207L', '102L']","['104F', '051F']",CRMS0324-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
244,CRMS0326-H01,louisiana,29.27427498,-91.07448077,"['509', '550']","['206R', '103L']","['103F', '052F']",CRMS0326-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
245,CRMS0327-H01,louisiana,29.44511876,-91.06824475,"['244', '509', '550']","['103R', '206L', '103L']","['052F', '103F', '052F']",CRMS0327-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
246,CRMS0327-M01,louisiana,29.44511185,-91.06863261,"['244', '509', '550']","['103R', '206L', '103L']","['052F', '103F', '052F']",CRMS0327-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
247,CRMS0327-M100,louisiana,29.44511726,-91.06853908,"['244', '509', '550']","['103R', '206L', '103L']","['052F', '103F', '052F']",CRMS0327-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
248,CRMS0329-H01,louisiana,29.47983488,-91.10526726,"['244', '509', '550']","['103R', '206L', '103L']","['052F', '103F', '052F']",CRMS0329-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
249,CRMS0329-M01,louisiana,29.47971861,-91.10497282,"['244', '509', '550']","['103R', '206L', '103L']","['052F', '103F', '052F']",CRMS0329-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
250,CRMS0329-M100,louisiana,29.47977428,-91.1049845,"['244', '509', '550']","['103R', '206L', '103L']","['052F', '103F', '052F']",CRMS0329-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
251,CRMS0331-H01,louisiana,29.58265027,-90.54394299,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0331-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
252,CRMS0331-M01,louisiana,29.58287372,-90.54350959,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0331-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
253,CRMS0331-M100,louisiana,29.58282077,-90.54357279,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0331-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
254,CRMS0332-H01,louisiana,29.29824549,-91.03920183,"['244', '509', '550']","['103R', '206R', '103L']","['052F', '103F', '052F']",CRMS0332-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
255,CRMS0335-H01,louisiana,29.2637385,-90.38727017,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0335-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
256,CRMS0335-W01,louisiana,29.2691272,-90.38675035,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0335-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
257,CRMS0336-H01,louisiana,29.32018951,-90.38317658,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0336-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
258,CRMS0337-H01,louisiana,29.31138505,-90.3558536,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0337-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
259,CRMS0338-H01,louisiana,29.33444927,-90.41479757,"['203', '244', '509']","['206L', '103R', '206R']","['103F', '052F', '103F']",CRMS0338-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
260,CRMS0341-H01,louisiana,29.30936819,-90.51271929,"['203', '244', '509']","['206L', '103R', '206R']","['103F', '052F', '103F']",CRMS0341-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
261,CRMS0345-H01,louisiana,29.17052942,-90.76241825,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0345-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
262,CRMS0347-H01,louisiana,29.1613911,-90.70070984,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0347-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
263,CRMS0354-H01,louisiana,29.33187118,-91.00865491,"['244', '509', '550']","['103R', '206R', '103L']","['052F', '103F', '052F']",CRMS0354-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
264,CRMS0355-H01,louisiana,29.29830159,-90.54054135,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0355-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
265,CRMS0355-W01,louisiana,29.29685367,-90.54090246,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0355-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
266,CRMS0365-H01,louisiana,29.47031584,-91.19864104,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0365-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
267,CRMS0365-M01,louisiana,29.47062979,-91.19901773,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0365-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
268,CRMS0365-M100,louisiana,29.47054919,-91.19889542,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0365-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
269,CRMS0367-H01,louisiana,29.63077473,-90.57236693,"['244', '509']","['103R', '207R']","['052F', '104F']",CRMS0367-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
270,CRMS0367-M01,louisiana,29.63031632,-90.57299415,"['244', '509']","['103R', '207R']","['052F', '104F']",CRMS0367-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
271,CRMS0367-M02,louisiana,29.63019834,-90.57295568,"['244', '509']","['103R', '207R']","['052F', '104F']",CRMS0367-M02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
272,CRMS0367-M100,louisiana,29.63028927,-90.5729948,"['244', '509']","['103R', '207R']","['052F', '104F']",CRMS0367-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
273,CRMS0369-H01,louisiana,29.29458046,-90.69504015,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0369-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
274,CRMS0371-H01,louisiana,29.4273411,-91.07055683,"['244', '509', '550']","['103R', '206L', '103L']","['052F', '103F', '052F']",CRMS0371-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
275,CRMS0371-M01,louisiana,29.42698955,-91.07095389,"['244', '509', '550']","['103R', '206L', '103L']","['052F', '103F', '052F']",CRMS0371-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
276,CRMS0371-M100,louisiana,29.42697136,-91.07094393,"['244', '509', '550']","['103R', '206L', '103L']","['052F', '103F', '052F']",CRMS0371-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
277,CRMS0374-H01,louisiana,29.1565534,-90.79343931,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0374-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
278,CRMS0376-H01,louisiana,29.12359487,-90.85722442,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0376-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
279,CRMS0377-H01,louisiana,29.2324646,-91.00663483,"['244', '509', '550']","['103R', '206R', '103L']","['052F', '103F', '052F']",CRMS0377-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
280,CRMS0381-H01,louisiana,29.44737842,-90.85473253,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0381-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
281,CRMS0381-M01,louisiana,29.44696934,-90.85427852,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0381-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
282,CRMS0381-M100,louisiana,29.44715874,-90.85427454,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0381-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
283,CRMS0382-H01,louisiana,29.43410247,-90.8541923,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0382-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
284,CRMS0382-M01,louisiana,29.43378724,-90.85422604,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0382-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
285,CRMS0382-M100,louisiana,29.43384152,-90.8542352,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0382-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
286,CRMS0383-H01,louisiana,29.20781409,-90.9479309,"['244', '509', '550']","['103R', '206R', '104L']","['052F', '103F', '052F']",CRMS0383-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
287,CRMS0385-H01,louisiana,29.40903065,-90.60324004,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0385-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
288,CRMS0385-W01,louisiana,29.41025163,-90.6031587,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0385-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
289,CRMS0386-H01,louisiana,29.43337367,-90.35506344,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0386-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
290,CRMS0387-H01,louisiana,29.41119835,-90.32098938,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0387-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
